Customer_ID,Bank_Name,Customer_Segment,Daily_Txn_Frequency,Daily_Txn_Limit,Daily_Amount_Spent,Daily_Amount_Limit,Monthly_Txn_Frequency,Monthly_Txn_Limit,Monthly_Amount_Spent,Monthly_Amount_Limit,Risk_Score,Risk_Category
CUST104284,IndusInd Bank,Mass Retail,4,7,35200,100000,75,135,728000,2190000,43.9,Low-Medium Risk
CUST104285,Bank of Baroda,Affluent,18,16,196000,150000,394,377,3075000,2770000,115.5,High Risk
CUST104286,ICICI Bank,Affluent,18,15,173100,300000,314,341,6623000,6650000,90.9,High Risk
CUST104287,Punjab National Bank,Business,28,80,225500,1500000,528,1777,3056000,27140000,21.6,Low Risk
CUST104288,HDFC Bank,Affluent,10,20,50100,300000,196,507,1021000,6080000,29.1,Low Risk
CUST104289,Axis Bank,Mass Retail,2,12,24800,50000,31,242,534000,1230000,32.6,Low Risk
CUST104290,Punjab National Bank,Business,4,40,436100,1000000,69,763,6732000,20130000,25.7,Low Risk
CUST104291,Federal Bank,Affluent,2,12,36400,100000,35,234,711000,2460000,25.2,Low Risk
CUST104292,Axis Bank,Mass Retail,3,13,1300,40000,68,267,20000,790000,12.2,Low Risk
CUST104293,State Bank of India,Affluent,11,17,21700,150000,149,327,317000,3030000,31.1,Low Risk
CUST104294,IndusInd Bank,Business,15,61,58600,500000,316,1374,1285000,11200000,17.0,Low Risk
CUST104295,Kotak Mahindra Bank,Mass Retail,3,9,20700,50000,54,191,321000,1170000,32.5,Low Risk
CUST104296,HDFC Bank,Mass Retail,3,6,12500,40000,55,122,222000,860000,36.9,Low Risk
CUST104297,IDFC First Bank,Mass Retail,2,8,26400,100000,39,194,473000,2420000,22.8,Low Risk
CUST104298,Axis Bank,Mass Retail,3,8,2200,40000,61,163,32000,730000,19.3,Low Risk
CUST104299,Axis Bank,Affluent,5,18,103000,200000,116,429,2175000,4890000,39.0,Low Risk
CUST104300,Federal Bank,Affluent,7,21,11900,100000,168,450,176000,1940000,21.3,Low Risk
CUST104301,HDFC Bank,Mass Retail,2,12,21500,75000,35,271,383000,1810000,20.6,Low Risk
CUST104302,IDFC First Bank,SME,22,29,137100,750000,452,741,2991000,15600000,40.5,Low-Medium Risk
CUST104303,IDFC First Bank,Premium,23,23,1136700,1000000,498,443,31211000,23830000,115.2,High Risk
CUST104304,Canara Bank,Affluent,6,15,53900,150000,136,338,1065000,3410000,36.4,Low Risk
CUST104305,Kotak Mahindra Bank,Business,7,63,384500,1000000,160,1574,5404000,19230000,23.1,Low Risk
CUST104306,Federal Bank,Mass Retail,2,10,18800,40000,48,231,307000,980000,30.9,Low Risk
CUST104307,Bank of India,Affluent,9,21,59800,150000,202,440,792000,2960000,38.3,Low Risk
CUST104308,ICICI Bank,Affluent,22,21,78200,100000,389,457,1897000,1970000,90.5,High Risk
CUST104309,Punjab National Bank,Business,24,53,181900,1000000,518,1259,4060000,23700000,28.7,Low Risk
CUST104310,Bank of Baroda,Premium,33,32,532600,750000,771,808,13058000,14060000,89.5,Medium Risk
CUST104311,ICICI Bank,Mass Retail,2,6,15700,40000,37,116,272000,780000,35.0,Low Risk
CUST104312,Federal Bank,SME,2,48,118500,400000,51,936,1701000,8610000,16.0,Low Risk
CUST104313,Canara Bank,Mass Retail,1,6,2800,25000,23,128,44000,600000,12.7,Low Risk
CUST104314,Federal Bank,Business,9,66,906900,5000000,175,1362,15303000,95160000,15.5,Low Risk
CUST104315,Canara Bank,SME,37,41,1052600,1500000,1143,855,34811000,32750000,98.6,High Risk
CUST104316,Axis Bank,Mass Retail,3,12,11100,50000,46,247,234000,1150000,21.4,Low Risk
CUST104317,IDFC First Bank,Premium,7,27,14700,750000,118,550,288000,18020000,11.5,Low Risk
CUST104318,ICICI Bank,Mass Retail,1,9,7300,50000,15,179,126000,1230000,11.2,Low Risk
CUST104319,IDFC First Bank,Mass Retail,13,12,70000,75000,290,306,1492000,1760000,94.5,High Risk
CUST104320,Kotak Mahindra Bank,Affluent,2,18,8900,100000,31,360,174000,2260000,9.2,Low Risk
CUST104321,IndusInd Bank,Affluent,11,20,70600,200000,198,409,1250000,4210000,40.9,Low-Medium Risk
CUST104322,Kotak Mahindra Bank,SME,12,37,309100,750000,188,767,4530000,14090000,33.0,Low Risk
CUST104323,Kotak Mahindra Bank,Premium,7,27,73500,500000,186,689,1225000,11480000,18.9,Low Risk
CUST104324,ICICI Bank,Affluent,2,12,3400,100000,47,291,66000,2490000,8.9,Low Risk
CUST104325,Union Bank of India,Business,26,87,296100,1000000,572,2134,5070000,23160000,27.1,Low Risk
CUST104326,IDFC First Bank,SME,4,54,316300,1500000,53,1066,5927000,27180000,14.7,Low Risk
CUST104327,State Bank of India,Mass Retail,7,6,112300,100000,154,149,3070000,2150000,119.8,High Risk
CUST104328,Yes Bank,SME,39,42,531400,1500000,782,918,12905000,33450000,59.9,Low-Medium Risk
CUST104329,Bank of India,Mass Retail,2,13,30300,75000,31,271,625000,1710000,27.3,Low Risk
CUST104330,Yes Bank,Business,22,81,227200,1000000,425,1865,4323000,23040000,22.8,Low Risk
CUST104331,Union Bank of India,Mass Retail,9,7,49000,50000,203,173,1180000,1100000,111.5,High Risk
CUST104332,Union Bank of India,Mass Retail,0,11,14800,100000,5,269,279000,1960000,8.6,Low Risk
CUST104333,HDFC Bank,Affluent,7,16,88900,300000,180,404,2098000,7380000,35.8,Low Risk
CUST104334,HDFC Bank,Affluent,19,18,97200,300000,436,459,2549000,6860000,63.5,Low-Medium Risk
CUST104335,Canara Bank,Mass Retail,5,11,700,25000,71,227,12000,490000,18.1,Low Risk
CUST104336,Bank of Baroda,Mass Retail,1,9,2600,40000,32,198,44000,810000,9.0,Low Risk
CUST104337,IDFC First Bank,Affluent,3,15,31400,150000,53,287,566000,3670000,18.4,Low Risk
CUST104338,IDFC First Bank,Business,12,42,149600,500000,280,1057,3624000,12110000,28.9,Low Risk
CUST104339,ICICI Bank,Mass Retail,2,6,12300,100000,38,120,230000,2080000,20.7,Low Risk
CUST104340,ICICI Bank,Mass Retail,3,8,8200,40000,75,200,133000,730000,27.4,Low Risk
CUST104341,Indian Bank,Affluent,2,14,21900,100000,28,298,324000,1830000,16.3,Low Risk
CUST104342,Federal Bank,Mass Retail,14,13,43100,40000,376,281,1078000,800000,121.3,High Risk
CUST104343,Bank of Baroda,Business,8,86,618100,1500000,112,1658,10493000,33610000,23.7,Low Risk
CUST104344,Federal Bank,Business,37,80,131300,1000000,708,1703,2278000,22090000,25.8,Low Risk
CUST104345,Kotak Mahindra Bank,Affluent,1,13,23900,100000,27,328,386000,2240000,15.0,Low Risk
CUST104346,Yes Bank,Mass Retail,1,7,8600,25000,18,134,131000,580000,21.9,Low Risk
CUST104347,Bank of India,Premium,1,23,271600,1000000,25,502,4187000,18130000,16.0,Low Risk
CUST104348,State Bank of India,Affluent,3,13,12400,150000,44,250,209000,2810000,13.2,Low Risk
CUST104349,IndusInd Bank,Business,12,40,356900,1000000,205,864,5205000,20520000,29.0,Low Risk
CUST104350,ICICI Bank,Affluent,6,15,19300,150000,131,303,242000,2860000,24.1,Low Risk
CUST104351,Kotak Mahindra Bank,Premium,11,29,56700,750000,218,602,741000,13900000,19.9,Low Risk
CUST104352,Indian Bank,Affluent,8,19,45200,150000,161,478,773000,3370000,31.6,Low Risk
CUST104353,Axis Bank,Mass Retail,4,10,32300,75000,78,221,675000,1780000,39.2,Low Risk
CUST104354,Punjab National Bank,SME,7,51,314400,1500000,133,1067,5675000,34900000,16.1,Low Risk
CUST104355,Union Bank of India,Affluent,12,12,127700,100000,264,278,2855000,2370000,112.3,High Risk
CUST104356,Union Bank of India,Affluent,15,15,81800,100000,323,300,1944000,2270000,92.8,High Risk
CUST104357,ICICI Bank,Mass Retail,4,13,19600,100000,86,271,363000,2310000,23.9,Low Risk
CUST104358,HDFC Bank,Affluent,10,13,92800,300000,307,297,2351000,5970000,59.2,Low-Medium Risk
CUST104359,ICICI Bank,Affluent,5,18,3800,200000,100,372,70000,4990000,12.9,Low Risk
CUST104360,ICICI Bank,Mass Retail,8,7,22100,25000,198,166,602000,480000,110.9,High Risk
CUST104361,Punjab National Bank,Mass Retail,1,6,12900,50000,12,135,179000,980000,18.0,Low Risk
CUST104362,HDFC Bank,Affluent,3,19,5900,200000,74,464,109000,4000000,8.7,Low Risk
CUST104363,Indian Bank,Premium,4,23,306200,750000,91,590,5733000,18620000,27.2,Low Risk
CUST104364,HDFC Bank,Affluent,6,12,229500,400000,115,238,4968000,9970000,51.5,Low-Medium Risk
CUST104365,Canara Bank,Mass Retail,3,10,9900,50000,67,213,240000,1180000,24.6,Low Risk
CUST104366,HDFC Bank,Premium,8,23,57900,300000,174,488,1214000,6720000,26.0,Low Risk
CUST104367,State Bank of India,Mass Retail,1,7,32300,100000,19,140,654000,2160000,23.5,Low Risk
CUST104368,Kotak Mahindra Bank,Affluent,1,19,75300,200000,22,469,1780000,4960000,22.9,Low Risk
CUST104369,Punjab National Bank,Mass Retail,7,11,12200,75000,126,268,244000,1720000,32.8,Low Risk
CUST104370,Union Bank of India,Mass Retail,1,9,8500,25000,31,202,206000,620000,24.5,Low Risk
CUST104371,Punjab National Bank,Mass Retail,12,10,19600,25000,208,228,501000,510000,95.7,High Risk
CUST104372,Federal Bank,Mass Retail,5,13,6900,40000,100,252,127000,810000,26.4,Low Risk
CUST104373,Canara Bank,Mass Retail,14,13,30000,40000,297,298,584000,960000,83.8,Medium Risk
CUST104374,Kotak Mahindra Bank,Mass Retail,7,7,60000,75000,176,172,1139000,1430000,89.2,Medium Risk
CUST104375,Union Bank of India,Affluent,6,12,29000,100000,129,276,683000,2460000,37.3,Low Risk
CUST104376,Kotak Mahindra Bank,Affluent,3,21,50900,400000,61,438,940000,8620000,12.9,Low Risk
CUST104377,IndusInd Bank,Mass Retail,4,10,14200,50000,86,237,323000,1220000,31.8,Low Risk
CUST104378,HDFC Bank,Business,26,60,673100,500000,534,1292,10726000,10180000,85.7,Medium Risk
CUST104379,HDFC Bank,Mass Retail,1,11,23100,100000,16,251,527000,2300000,16.2,Low Risk
CUST104380,Union Bank of India,Affluent,6,16,43000,100000,119,359,941000,2140000,40.0,Low-Medium Risk
CUST104381,IDFC First Bank,Mass Retail,4,13,64500,100000,74,282,1140000,2240000,44.7,Low-Medium Risk
CUST104382,HDFC Bank,Mass Retail,4,6,65200,50000,84,144,1418000,1080000,100.6,High Risk
CUST104383,Punjab National Bank,Affluent,5,18,24700,100000,94,453,628000,2480000,24.8,Low Risk
CUST104384,Punjab National Bank,Affluent,14,12,234500,400000,275,228,6606000,9140000,89.0,Medium Risk
CUST104385,Union Bank of India,Business,9,45,47200,1000000,251,1149,616000,19760000,11.5,Low Risk
CUST104386,Axis Bank,Affluent,3,13,3200,200000,72,294,63000,4870000,11.2,Low Risk
CUST104387,Kotak Mahindra Bank,SME,26,49,113000,1500000,677,1171,1610000,30090000,28.1,Low Risk
CUST104388,IndusInd Bank,Mass Retail,13,11,118300,100000,369,275,2890000,2060000,127.7,High Risk
CUST104389,Bank of India,Mass Retail,3,10,22700,75000,72,223,277000,1400000,27.6,Low Risk
CUST104390,Yes Bank,Mass Retail,5,8,136900,100000,127,199,2908000,2430000,99.7,High Risk
CUST104391,ICICI Bank,Mass Retail,16,13,41500,75000,336,263,1122000,1500000,91.6,High Risk
CUST104392,Union Bank of India,Affluent,23,21,101900,150000,479,422,2982000,2970000,96.3,High Risk
CUST104393,IndusInd Bank,Affluent,2,14,15400,100000,41,330,286000,2440000,13.3,Low Risk
CUST104394,ICICI Bank,Mass Retail,2,8,7900,50000,43,201,162000,1180000,18.5,Low Risk
CUST104395,Axis Bank,SME,3,49,69400,400000,68,1237,1358000,7600000,12.2,Low Risk
CUST104396,Indian Bank,Business,29,81,970200,1000000,851,1904,32491000,23390000,83.9,Medium Risk
CUST104397,Axis Bank,Mass Retail,6,11,29000,25000,186,249,865000,610000,100.8,High Risk
CUST104398,IDFC First Bank,Mass Retail,2,9,2000,50000,31,192,29000,930000,10.3,Low Risk
CUST104399,Kotak Mahindra Bank,Mass Retail,2,10,7700,40000,48,259,162000,950000,18.7,Low Risk
CUST104400,HDFC Bank,Mass Retail,1,11,26800,100000,12,234,483000,2180000,16.8,Low Risk
CUST104401,State Bank of India,Mass Retail,13,12,25000,25000,407,291,768000,570000,120.4,High Risk
CUST104402,Punjab National Bank,Affluent,0,16,65600,200000,5,364,1452000,4290000,19.0,Low Risk
CUST104403,Yes Bank,Mass Retail,6,6,72700,100000,137,140,2376000,2290000,93.1,High Risk
CUST104404,State Bank of India,Mass Retail,0,7,100,25000,4,152,1000,460000,0.7,Low Risk
CUST104405,ICICI Bank,SME,5,50,55200,400000,85,1288,1294000,9340000,11.6,Low Risk
CUST104406,IDFC First Bank,Premium,26,25,637500,750000,646,575,14225000,13680000,100.4,High Risk
CUST104407,Yes Bank,SME,23,52,52100,400000,575,1329,724000,8470000,25.3,Low Risk
CUST104408,Bank of India,Mass Retail,3,10,13500,25000,47,191,197000,480000,38.7,Low Risk
CUST104409,State Bank of India,Mass Retail,7,11,49800,40000,168,253,1354000,950000,103.6,High Risk
CUST104410,IndusInd Bank,Affluent,2,16,79100,200000,44,384,1388000,4040000,25.8,Low Risk
CUST104411,IndusInd Bank,Mass Retail,2,7,6200,40000,50,170,93000,850000,20.3,Low Risk
CUST104412,IDFC First Bank,Mass Retail,5,12,48300,75000,118,304,759000,1580000,49.2,Low-Medium Risk
CUST104413,Indian Bank,Premium,11,22,83600,1000000,158,419,1385000,23410000,23.3,Low Risk
CUST104414,Bank of India,Affluent,3,17,37100,200000,54,323,752000,4270000,18.1,Low Risk
CUST104415,ICICI Bank,Mass Retail,2,7,7400,75000,33,156,165000,1760000,16.3,Low Risk
CUST104416,Axis Bank,Affluent,6,16,43700,200000,112,307,734000,3700000,28.0,Low Risk
CUST104417,State Bank of India,Mass Retail,2,7,4300,25000,54,181,65000,480000,21.7,Low Risk
CUST104418,Punjab National Bank,Mass Retail,7,8,43900,50000,158,164,734000,1090000,83.9,Medium Risk
CUST104419,Punjab National Bank,Mass Retail,2,11,14300,100000,44,245,329000,2460000,15.5,Low Risk
CUST104420,Axis Bank,Mass Retail,5,11,3700,50000,89,214,51000,930000,22.5,Low Risk
CUST104421,Axis Bank,Mass Retail,3,13,4900,50000,49,295,73000,920000,13.8,Low Risk
CUST104422,Bank of India,SME,8,37,88700,200000,154,801,1176000,3820000,30.0,Low Risk
CUST104423,Yes Bank,Affluent,6,19,15400,300000,100,367,359000,6750000,15.8,Low Risk
CUST104424,Yes Bank,Premium,35,29,395300,500000,780,619,6317000,10400000,93.5,High Risk
CUST104425,Yes Bank,Mass Retail,2,9,6600,40000,42,196,136000,950000,17.9,Low Risk
CUST104426,ICICI Bank,Mass Retail,3,8,3900,75000,63,207,62000,1390000,17.5,Low Risk
CUST104427,Federal Bank,Mass Retail,4,9,15300,40000,51,184,266000,770000,36.3,Low Risk
CUST104428,Punjab National Bank,Mass Retail,1,6,24500,40000,21,137,404000,800000,38.1,Low Risk
CUST104429,Bank of India,Mass Retail,4,11,5300,25000,71,285,95000,560000,24.1,Low Risk
CUST104430,IndusInd Bank,Premium,23,23,266200,300000,485,565,6270000,6840000,91.6,High Risk
CUST104431,ICICI Bank,Premium,7,30,77800,300000,155,779,1018000,5660000,21.8,Low Risk
CUST104432,Punjab National Bank,Affluent,8,20,190300,400000,160,516,3426000,9840000,38.9,Low Risk
CUST104433,IDFC First Bank,Affluent,1,14,16800,400000,21,314,317000,8150000,5.3,Low Risk
CUST104434,HDFC Bank,SME,17,39,134300,750000,345,931,2923000,17240000,27.6,Low Risk
CUST104435,Canara Bank,Mass Retail,2,10,33300,100000,37,198,670000,2170000,26.5,Low Risk
CUST104436,IndusInd Bank,Mass Retail,1,7,5600,25000,17,155,97000,490000,17.3,Low Risk
CUST104437,Yes Bank,Mass Retail,3,12,13800,100000,52,296,297000,2390000,16.7,Low Risk
CUST104438,Bank of Baroda,Premium,3,34,417300,1000000,60,766,7395000,23730000,24.2,Low Risk
CUST104439,State Bank of India,SME,9,32,101100,400000,191,765,1892000,8310000,25.1,Low Risk
CUST104440,Bank of Baroda,Mass Retail,4,13,6100,25000,92,315,99000,550000,25.0,Low Risk
CUST104441,Kotak Mahindra Bank,Business,15,71,54500,1000000,237,1475,914000,19800000,10.9,Low Risk
CUST104442,Kotak Mahindra Bank,Business,92,88,462700,1500000,1999,2211,9342000,34240000,59.1,Low-Medium Risk
CUST104443,Yes Bank,Mass Retail,0,10,46900,75000,11,222,784000,1510000,33.3,Low Risk
CUST104444,State Bank of India,Mass Retail,12,13,36400,40000,235,266,923000,960000,92.0,High Risk
CUST104445,Axis Bank,Mass Retail,3,7,4900,40000,64,175,84000,780000,24.0,Low Risk
CUST104446,Federal Bank,SME,7,39,28100,400000,143,855,475000,7240000,11.6,Low Risk
CUST104447,Canara Bank,Mass Retail,1,12,6500,40000,22,291,92000,800000,11.4,Low Risk
CUST104448,Yes Bank,Premium,35,32,274300,300000,899,731,5184000,5800000,101.4,High Risk
CUST104449,Kotak Mahindra Bank,Mass Retail,2,11,13300,100000,27,238,272000,2160000,13.7,Low Risk
CUST104450,Canara Bank,Premium,13,30,61200,1000000,242,740,1073000,19430000,20.1,Low Risk
CUST104451,IDFC First Bank,Affluent,1,16,170000,400000,26,369,2849000,9340000,23.3,Low Risk
CUST104452,Punjab National Bank,Affluent,2,16,10300,100000,36,348,206000,1970000,10.4,Low Risk
CUST104453,IndusInd Bank,Business,5,71,930700,2500000,89,1403,21036000,57370000,23.6,Low Risk
CUST104454,HDFC Bank,Business,10,54,550500,1500000,208,1364,8347000,33070000,24.8,Low Risk
CUST104455,Yes Bank,Business,18,61,151600,1000000,379,1174,3051000,24900000,21.2,Low Risk
CUST104456,Bank of India,Mass Retail,6,13,4700,25000,130,326,93000,620000,28.4,Low Risk
CUST104457,Kotak Mahindra Bank,Premium,10,31,204600,300000,192,667,4038000,7230000,48.1,Low-Medium Risk
CUST104458,Federal Bank,Mass Retail,1,13,9500,25000,25,305,182000,580000,22.8,Low Risk
CUST104459,Canara Bank,Mass Retail,2,7,8800,75000,40,178,126000,1550000,16.8,Low Risk
CUST104460,Bank of Baroda,Affluent,3,20,13200,150000,62,401,239000,3490000,11.1,Low Risk
CUST104461,Federal Bank,Mass Retail,0,8,4200,40000,2,184,77000,990000,5.3,Low Risk
CUST104462,Federal Bank,Affluent,2,19,19800,150000,51,463,308000,2720000,11.6,Low Risk
CUST104463,Bank of India,SME,9,50,18800,400000,244,1215,290000,8710000,10.6,Low Risk
CUST104464,State Bank of India,Mass Retail,2,13,800,25000,49,295,15000,490000,8.7,Low Risk
CUST104465,Axis Bank,Premium,20,26,85400,1000000,503,608,1631000,21910000,39.7,Low Risk
CUST104466,Axis Bank,Mass Retail,4,7,7200,40000,100,170,131000,850000,34.8,Low Risk
CUST104467,Axis Bank,Mass Retail,2,10,25200,100000,37,249,387000,2200000,19.7,Low Risk
CUST104468,Bank of Baroda,Mass Retail,3,8,5300,50000,57,195,105000,1090000,20.6,Low Risk
CUST104469,Punjab National Bank,SME,6,37,105300,1500000,131,795,1789000,37080000,10.4,Low Risk
CUST104470,Bank of Baroda,Business,19,74,604200,2500000,535,1922,10635000,54660000,23.9,Low Risk
CUST104471,Axis Bank,Business,80,84,1889500,1500000,2226,1851,50653000,35890000,122.1,High Risk
CUST104472,Bank of India,SME,2,42,68900,200000,37,805,1220000,4050000,20.1,Low Risk
CUST104473,State Bank of India,Mass Retail,2,8,18000,75000,48,172,367000,1580000,24.8,Low Risk
CUST104474,Indian Bank,Mass Retail,2,11,29200,75000,36,219,597000,1600000,28.8,Low Risk
CUST104475,Federal Bank,Premium,3,27,263300,750000,37,536,3601000,14960000,20.5,Low Risk
CUST104476,Union Bank of India,Affluent,9,14,201400,200000,228,294,6163000,4130000,101.2,High Risk
CUST104477,Kotak Mahindra Bank,Mass Retail,12,13,55100,75000,288,252,1779000,1660000,95.7,High Risk
CUST104478,Indian Bank,Mass Retail,6,6,35400,40000,190,143,772000,880000,100.5,High Risk
CUST104479,ICICI Bank,Affluent,8,21,426800,400000,341,410,9362000,8980000,85.7,Medium Risk
CUST104480,Kotak Mahindra Bank,Affluent,3,13,38400,200000,78,265,756000,4090000,21.8,Low Risk
CUST104481,ICICI Bank,Mass Retail,1,11,30100,75000,27,216,402000,1520000,23.1,Low Risk
CUST104482,Canara Bank,Affluent,13,12,81000,100000,220,233,1492000,2230000,85.9,Medium Risk
CUST104483,ICICI Bank,Affluent,2,12,24100,150000,38,250,425000,2840000,15.7,Low Risk
CUST104484,IndusInd Bank,Affluent,12,13,217200,200000,389,299,5306000,3950000,116.9,High Risk
CUST104485,Canara Bank,Mass Retail,3,12,4800,25000,63,309,60000,460000,18.9,Low Risk
CUST104486,Axis Bank,Premium,3,22,56500,1000000,72,553,705000,18510000,8.7,Low Risk
CUST104487,Yes Bank,Mass Retail,13,12,29300,25000,362,302,525000,490000,112.9,High Risk
CUST104488,Bank of Baroda,Mass Retail,4,7,17200,75000,62,142,261000,1360000,34.0,Low Risk
CUST104489,Union Bank of India,Premium,3,23,14900,1000000,60,480,215000,19720000,6.1,Low Risk
CUST104490,Indian Bank,Affluent,2,17,13700,300000,35,332,286000,6780000,7.6,Low Risk
CUST104491,Union Bank of India,Mass Retail,1,10,700,25000,22,244,12000,460000,5.9,Low Risk
CUST104492,Union Bank of India,Premium,13,31,973300,750000,455,604,17235000,15790000,92.7,High Risk
CUST104493,Canara Bank,Affluent,2,19,39800,400000,43,435,903000,9760000,9.9,Low Risk
CUST104494,State Bank of India,Premium,14,24,23200,300000,281,498,500000,7060000,29.3,Low Risk
CUST104495,Indian Bank,Premium,5,30,32100,750000,114,621,547000,15100000,9.9,Low Risk
CUST104496,HDFC Bank,Affluent,18,19,79400,100000,495,493,2001000,2450000,88.0,Medium Risk
CUST104497,State Bank of India,Affluent,4,13,54000,200000,62,316,1063000,4060000,26.1,Low Risk
CUST104498,State Bank of India,Mass Retail,1,9,25600,75000,21,224,350000,1390000,20.9,Low Risk
CUST104499,Union Bank of India,Mass Retail,4,7,5900,40000,90,161,129000,1000000,32.7,Low Risk
CUST104500,State Bank of India,Mass Retail,12,12,43500,75000,340,301,1527000,1810000,86.6,Medium Risk
CUST104501,Axis Bank,Affluent,13,13,187100,300000,283,306,6465000,6380000,87.9,Medium Risk
CUST104502,IDFC First Bank,Affluent,2,13,66300,150000,32,333,1346000,3400000,29.0,Low Risk
CUST104503,State Bank of India,Mass Retail,4,12,21100,75000,69,252,398000,1700000,27.5,Low Risk
CUST104504,Kotak Mahindra Bank,Mass Retail,13,13,93700,100000,369,301,2057000,1940000,105.1,High Risk
CUST104505,Punjab National Bank,Affluent,3,15,25000,100000,64,357,471000,1940000,22.1,Low Risk
CUST104506,State Bank of India,Mass Retail,3,7,59800,50000,114,152,1470000,1060000,98.5,High Risk
CUST104507,Canara Bank,Premium,4,26,59100,500000,110,654,1439000,12190000,13.8,Low Risk
CUST104508,Yes Bank,Mass Retail,0,6,17500,50000,2,155,287000,900000,19.0,Low Risk
CUST104509,HDFC Bank,Affluent,2,14,22000,300000,41,314,508000,7040000,9.9,Low Risk
CUST104510,Axis Bank,SME,25,53,1910300,1500000,539,1152,34259000,27600000,91.0,High Risk
CUST104511,HDFC Bank,Mass Retail,4,12,25100,50000,76,268,461000,1070000,39.5,Low Risk
CUST104512,ICICI Bank,Affluent,4,19,13200,200000,73,474,230000,4490000,11.3,Low Risk
CUST104513,State Bank of India,Mass Retail,3,13,10500,100000,86,306,181000,2280000,16.3,Low Risk
CUST104514,Kotak Mahindra Bank,Affluent,18,18,116100,150000,369,348,2623000,2760000,93.5,High Risk
CUST104515,Bank of Baroda,Affluent,2,16,17900,300000,55,365,252000,6280000,8.7,Low Risk
CUST104516,IDFC First Bank,Mass Retail,6,13,18900,40000,95,249,426000,880000,45.1,Low-Medium Risk
CUST104517,Bank of Baroda,Affluent,4,15,16800,400000,88,367,309000,7380000,13.5,Low Risk
CUST104518,State Bank of India,Business,5,81,1386400,5000000,88,1725,27007000,94730000,18.4,Low Risk
CUST104519,Union Bank of India,Mass Retail,5,11,7000,25000,118,245,132000,570000,34.7,Low Risk
CUST104520,Punjab National Bank,Mass Retail,4,8,1200,40000,85,197,23000,870000,22.1,Low Risk
CUST104521,Bank of India,Business,8,50,79800,500000,115,966,1296000,9570000,14.6,Low Risk
CUST104522,ICICI Bank,Affluent,4,13,31600,200000,58,261,477000,4350000,19.2,Low Risk
CUST104523,Bank of Baroda,Business,43,50,700400,1000000,1447,1089,25600000,24390000,97.2,High Risk
CUST104524,Axis Bank,Affluent,6,14,194600,150000,223,289,2811000,2720000,91.6,High Risk
CUST104525,Indian Bank,Business,12,54,438700,1500000,204,1154,6550000,33750000,22.2,Low Risk
CUST104526,ICICI Bank,Affluent,10,20,12100,300000,204,520,169000,5550000,21.5,Low Risk
CUST104527,Bank of India,Premium,7,31,29600,300000,129,768,482000,5410000,14.1,Low Risk
CUST104528,Kotak Mahindra Bank,Business,1,50,318900,1500000,10,1259,5291000,28580000,11.9,Low Risk
CUST104529,Bank of India,Affluent,3,12,42500,200000,67,307,848000,4190000,21.8,Low Risk
CUST104530,Federal Bank,Mass Retail,2,10,12300,40000,38,214,276000,940000,25.2,Low Risk
CUST104531,IndusInd Bank,Mass Retail,1,7,10400,40000,23,148,160000,800000,19.5,Low Risk
CUST104532,IDFC First Bank,Mass Retail,2,9,17700,40000,36,186,281000,900000,30.0,Low Risk
CUST104533,Yes Bank,Mass Retail,1,7,3700,100000,33,174,53000,2090000,9.2,Low Risk
CUST104534,Bank of Baroda,Mass Retail,1,8,4700,100000,20,190,77000,1960000,7.6,Low Risk
CUST104535,Indian Bank,Affluent,4,15,68300,150000,62,310,1343000,3240000,34.7,Low Risk
CUST104536,Indian Bank,Affluent,6,21,18900,150000,115,454,379000,3540000,18.6,Low Risk
CUST104537,IndusInd Bank,Affluent,8,17,37900,300000,171,383,917000,7150000,27.5,Low Risk
CUST104538,Yes Bank,Affluent,2,21,7600,100000,41,477,143000,2390000,8.1,Low Risk
CUST104539,Punjab National Bank,Mass Retail,0,11,11200,50000,13,277,223000,1020000,13.4,Low Risk
CUST104540,IndusInd Bank,Mass Retail,4,8,2200,25000,60,173,47000,590000,23.5,Low Risk
CUST104541,IndusInd Bank,Mass Retail,3,13,18100,75000,63,330,329000,1460000,22.4,Low Risk
CUST104542,Punjab National Bank,Affluent,20,21,106100,150000,570,464,2293000,3480000,86.3,Medium Risk
CUST104543,Federal Bank,Mass Retail,1,11,20100,50000,23,266,379000,1230000,23.8,Low Risk
CUST104544,Yes Bank,Mass Retail,4,9,17000,75000,101,230,206000,1360000,30.0,Low Risk
CUST104545,Canara Bank,Mass Retail,8,9,37400,40000,227,228,737000,840000,92.5,High Risk
CUST104546,Bank of India,Business,30,75,162300,500000,443,1455,3813000,11270000,33.9,Low Risk
CUST104547,Federal Bank,Mass Retail,3,10,3400,75000,56,204,70000,1720000,15.1,Low Risk
CUST104548,Kotak Mahindra Bank,Affluent,6,21,174600,300000,135,469,2303000,5770000,40.2,Low-Medium Risk
CUST104549,Axis Bank,Premium,13,34,334400,750000,295,749,8615000,18600000,42.4,Low-Medium Risk
CUST104550,Punjab National Bank,Premium,7,29,103100,300000,156,681,1656000,6690000,26.9,Low Risk
CUST104551,Bank of Baroda,SME,12,49,60200,200000,222,1255,781000,3830000,23.2,Low Risk
CUST104552,Bank of India,Mass Retail,5,11,3700,100000,74,218,51000,1810000,19.3,Low Risk
CUST104553,Bank of Baroda,Mass Retail,4,8,5300,50000,74,177,109000,1170000,25.8,Low Risk
